id,question,author,answer,date,answer_relevance,Relevant,25,,
47481,"The Reform of the House of Commons Committee proposed that the House should have the opportunity to debate and vote on its recommendations within two months, and that period has elapsed. Will my right hon. Friend arrange a debate very soon? Since he also said—quite rightly—that this is entirely a matter for the House alone, will he also ensure that the House can have a free vote, both on the package as a whole and on each of the main recommendations?",Mr. Michael Meacher,"First, I know my right hon. Friend is a reformer who wishes to see improvements in the way the House operates. We are grateful to the Committee for making proposals for reforming the Committee system. The Government will make time available for a debate and the House will have an opportunity to decide on the Committee’s recommendations. The Government want the House to agree a way forward, and we will therefore propose accepting many of the Committee’s recommendations, including electing Chairmen and members of Select Committees, scheduling non-Government business and strengthening the role of Back Benchers to hold the Government to account.",20/01/2010,0.2412,,,,
47628,"If the Prime Minister is so relaxed about this information being published, can he tell us why he spent four years fighting it?",Mr. Cameron,"It is a matter for the Information Commissioner and the Treasury.  I am happy if the Information Commissioner wishes to publish documents, but is the right hon. Gentleman going to come forward with any serious policy about the future of this country? Has he got anything serious to offer this country for the future? Has he got anything to say to the unemployed of this country, or to mortgage holders or businesses? The person who will be talking about the future is the Chancellor. The shadow Chancellor has nothing to offer.",24/03/2010,0.161,,,,
47775,"In the closing days of the previous Parliament, Anthony Steen trafficked through the House the Anti-Slavery Day Act 2010 to highlight the problems of human trafficking. The Government are required to announce a day for anti-slavery day. What progress has been made on that front?",Mr Peter Bone,My hon. Friend makes a very good point. I admired the work that Anthony Steen did. We have not set a date and he gives me an important reminder that I must get back to my office and make sure that we do.,23/06/2010,0.0085,,,,
47922,"After years of falling as a result of Labour policies, unemployment in my constituency rose by 80% during the global recession. Will the Prime Minister therefore explain why his Government are going to close the only jobcentre in my constituency?",Joan Ruddock,"I want to take the right hon. Lady up on the way in which she put her question. She talked about falling unemployment under Labour, but omitted to point out that it rose under Labour in the  past three years. What matters is helping people back into work, and what she will see with the Work programme is the biggest, boldest effort to get people out of benefits and into work that this country has ever seen.",13/10/2010,0.1951,,,,
48069,Q9.   What assessment has the Prime Minister made of Len McCluskey’s statement that “there is no such thing as an irresponsible strike”? (25842),Jonathan Lord,"I think he is completely and utterly wrong, and the world is in a slightly mad place when someone who supports Militant Tendency can be elected to the largest union in the country on 17% of the vote. Indeed, that same union basically picks the leader of the Labour party and pays all his bills. It is completely wrong, and if the right hon. Member for Doncaster North (Edward Miliband) is going to be a reformer he had better do something about it.",24/11/2010,0.0264,,,,
48216,Can the Prime Minister guarantee that under his NHS plans hospital waiting times will not rise?,Edward Miliband,"We want waiting times and waiting lists to come down.  The whole aim of these NHS reforms is to make sure we get the value for the money we put in.  I have to ask the right hon. Gentleman this: it is clear now that Labour— I would love to know what your answer was, Mr Speaker.The point is this: we are putting the money in—£10.6 billion extra during this Parliament; money that, by the way, the Labour party does not support—but we want to get value for that money because, frankly, today we do not have the right outcomes for cancer and for heart disease. We want to do better. Is the right hon. Gentleman in favour of reform, or is he going to oppose it all?",19/01/2011,0.229,,,,
48363,"I emphasise to the Prime Minister, as I am sure he will agree, that there was a clear sense of unity in the international community over sanctions. Clearly, that is what we must strive for in any future decisions that we make. He will understand the concern in the country and the armed forces that after he spoke about the no-fly zone, the Government issued redundancy notices to thousands of Royal Air Force personnel. Can he reassure the House and the country that any increase in our military commitments that he is talking about, including in north Africa, can be met at a time when we are reducing capability?",Edward Miliband,"I can give the right hon. Gentleman that assurance. Let me be clear. Of course, it is never easy to reduce the numbers in our armed forces, but this  Government decided, quite rightly, to hold a strategic defence review because we had not had one for 12 years and we inherited a defence budget that was in a state of complete chaos. The background to the defence review is the enormous black hole in our nation’s finances, but the aim of the defence review is to make sure that we have flexible, well-equipped armed forces that are able to serve our national interests around the world. That is exactly what I believe they will be able to do.",02/03/2011,0.2066,,,,
48510,"Q12.   The Welfare Reform Bill proposes to introduce a £50 civil penalty for claimants who make a mistake in completing the application form. At the same time, advice agencies have stated that they are facing a perfect storm of funding cuts and many fear that they will not be in existence to help the vulnerable in completing the forms. Does the Prime Minister think that this is fair? (49657)",Yvonne Fovargue,"I would make two points to the hon. Lady. First, it is fair to say that the Government are not cutting the money that we put into citizens advice bureaux, for exactly the reason she gives. I urge all councils to do what my local council has done and find savings in bureaucracy to ensure that they are putting money into citizens advice bureaux. As regards her point about fines for people who misclaim benefits, I am afraid that I think that it is right. Far too much in our system is lost from fraud and error and I do not think that taxpayers go to work, and work hard, in order to fund benefits to which people are not entitled.",30/03/2011,0.2467,,,,
48657,"Q6.   The Prime Minister has an aspiration of making his Government the greenest ever. Meantime, Proven Energy, a small wind turbine company in my constituency, is making 10% of its staff redundant, not because it does not have a great product, but because planning applications for its product are stuck in town halls and bureaucracy all over the United Kingdom. Will the Prime Minister meet me and members of the Proven Energy team to discuss how we can find a solution? (57766)",Mr Michael McCann,"I am very happy to ensure that someone from the Department for Business, Innovation and Skills—or, indeed, the Department of Energy and Climate Change—speaks with the company in the hon. Gentleman’s constituency. We are reforming the planning system to try to speed up these processes. We want to ensure that local people benefit when turbines are built, so that they have a share in the success of a scheme. Also, the Government are taking action to attract manufacturers of wind turbines to the UK—for instance, by putting £60 million into our ports infrastructure—and I am talking personally to those manufacturers to try to bring them to Britain.",08/06/2011,0.1773,,,,
48804,Q5.   Lord Ashdown says that he warned No. 10 last year of the terrible damage that it would suffer if Andy Coulson was appointed. Can the Prime Minister say precisely how he reacted to that powerful warning? (65525),Mrs Mary Glindon,"I made this point some moments ago. Of course, the decision to employ a tabloid editor meant that there were a number of people who said that it was not a good idea, particularly when that tabloid editor had been at the News of the World when bad things had happened. The decision I made was to accept the assurances that he gave me. As I have said, those assurances were given to the police, a Select Committee and a court of law. If I was lied to and others were lied to, that would be a matter of deep regret. I could not be clearer about it than that. We must ensure that we judge people as innocent until proven guilty.",13/07/2011,0.0695,,,,
48951,"Yesterday it was reported that the Prime Minister had compared the families of those who had died at Hillsborough to“a blind man, in a dark room, looking for a black cat that isn’t there”,and had complained that he was not being given enough credit for the release of all the Government documents relating to the tragedy. Will he take this opportunity to apologise to the relatives and friends of the 96 Hillsborough victims for those grossly offensive comments?",Luciana Berger,What I would say to all the victims and their families is that it is this Government who have done the right thing by opening up the Cabinet papers and trying to help those people to find the closure that they seek.,26/10/2011,0.1621,,,,
49098,"Q14.   May I ask the Prime Minister to ensure that this House remains a free and democratic institution, accountable only to voters? Does he share my indignation that some Members had to ask permission from the GMB to be here today?  (83662)",Amber Rudd,"It is genuinely baffling to people that somebody who said that they would not back strike action while negotiations were under way has come to the House today to speak on behalf of trade union leaders. I want to say that it is a flashback to Neil Kinnock, but even Kinnock was not as bad as that.",30/11/2011,0.085,,,,
49245,"Following today’s media reports, will the Prime Minister explain why ministerial advisers and senior civil servants continued to attend networking events with lobbyists who paid several thousand pounds to attend, despite the fact that the Cabinet Office deemed that to be a breach of the civil service code, and had previously issued a ban on attendance?",Lisa Nandy,"The point that I would make to the hon. Lady is that, unlike the position under the previous Government, there is now a proper system for declaring the interests of special advisers and Ministers. That used not to be the case: it is now the case.",25/01/2012,0.0056,,,,
49392,"First of all, we are talking about families on £43,000 a year. Secondly, it is no good the Prime Minister saying that he now supports the principle that people on high incomes should not get child benefit, because before the election he supported the opposite principle and said quite clearly to families up and down this country, “I’m not going to take away your child benefit.” In my book there is a very simple word for that: a broken promise—it is a broken promise by this Prime Minister.  They are right: there are two broken promises. The reality is that lower-income families are losing their tax credits   and middle-income families are losing their child benefit. Does the Prime Minister understand why people just do not believe him when he says, “We’re all in this together”?",Edward Miliband,"I think that it is time the right hon. Gentleman listened to his own shadow Chief Secretary, who said that“we must ensure we pass the test of fiscal credibility. If we don’t get this right, it doesn’t matter what we say about anything else.”She is absolutely right. Reducing our deficit takes tough decisions. He has opposed every single cut. He has opposed the welfare cap, the housing benefit cap and legal aid cuts. It is no wonder that when people dial up a radio phone-in and eventually work out who he is, they all say the same thing: he is not remotely up to the job.",07/03/2012,0.1935,,,,
49539,"Q3.   Did my right hon. Friend see the figures released last week showing that since May 2010 the number of people waiting for an operation on the national health service has fallen by over 50,000? Does that not demonstrate that our commitment to increased health funding and our health reforms are beginning to bear fruit? (108759)",Mr Gary Streeter,"I am grateful to my hon. Friend for his question. We made an important and difficult decision that, while other budgets were being cut, we would protect the NHS budget. That was not supported by the Labour party, but the fact is that we now have the best ever performance for patients waiting over 18 weeks, the numbers for those waiting more than 26 weeks and 52 weeks have also reached record lows, and average waiting times for both in-patients and out-patients are lower than they were in May 2010. The Labour party often asked whether the test should be the number of people waiting over 18 weeks. Well, if that was the test, we have passed it with flying colours.",23/05/2012,0.1999,,,,
49686,"Mr Speaker, you will be aware that the Deputy Prime Minister and the Liberal Democrats reneged on a promise to deliver boundary changes in exchange for a referendum on the alternative vote. If the Deputy Prime Minister goes to the Prime Minister and says that he will deliver boundary changes in exchange for state funding of political parties, what will the Prime Minister’s answer be?",Nadine Dorries,"I am not in favour of extending state funding. I think that it is very important that all political parties work hard to attract members and donations. Frankly, when we get those donations we pay credit to people for funding political parties, which is in the public interest.",05/09/2012,0.415,,,,
49833,"That is completely right, but we have to use every means at our disposal to pressure both sides into those negotiations, because the reality is that confidence that there can be a two-state solution is dwindling month by month. There will be an opportunity to support the cause of the two-state solution at the UN General Assembly later this month by recognising enhanced observer status for the Palestinian Authority. The Opposition support that because we believe it will strengthen the moderate voices among the Palestinians who want to pursue the path of politics, not the path of violence. I urge the Prime Minister to consider adopting that position in the days ahead.",Edward Miliband,"I agree with the right hon. Gentleman on the first part of what he said: confidence is dwindling that there is time left for a two-state solution. That is why there is such a sense of urgency in the international community—this could be the last chance for peace, because the facts on the ground are changing. Frankly, I think it is so much in Israel’s interest now to push for the two-state solution, so we should keep up the pressure.On the potential vote at the United Nations, our view, which I know the Foreign Secretary set out for the House in some detail yesterday, is that the Palestinians should not take it to the UN in the short term, and we have urged them not to do that. Clearly, if they do so, we will have to consider the right way to vote. The point is this: we will not solve this problem at the United Nations; it will be solved only by Israelis and Palestinians sitting down and negotiating. Indeed, there may be dangers in pushing the issue too early at the UN in terms of funds for the Palestinian Authority being cut off and all the other consequences, so let us get negotiations going, rather than discussions at the UN.",21/11/2012,0.3248,,,,
49980,"With the Prime Minister’s neighbours in trouble over phone hacking and, as we have heard, his local hunt in disgrace, he might find himself stuck at home a bit over Christmas watching films on TV. I have had a quick scan of the Radio Times. Which of these films would he fancy: “The Grinch Who Stole Christmas”, starring the Chancellor of the Exchequer; “The Muppet Christmas Carol”, starring the Lib Dem members of the Cabinet; or “It’s Not a Wonderful Life for the Poor”, starring himself?",Kevin Brennan,"The Labour party will have to swap “Wallace and Gromit” and have “The Muppet Christmas Carol” instead. I have one suggestion—full of Christmas cheer. Everybody knows that the shadow Chancellor does a brilliant job playing Santa at the Christmas party every year— He does an excellent job. Why not give everyone an early Christmas present, make the arrangement permanent and give him the sack?",19/12/2012,0.1526,,,,
50127,Q4.   Can the Prime Minister confirm that Atos has declared that Richard III is fit for work? (141637),Mr Michael McCann,That is not a constituency case that has come my way. All I can say is that I hope it will engender a great historical understanding of these events among all our people and provide a great boost to the great city of Leicester.,06/02/2013,-0.0019,,,,
50274,Q1.   If he will list his official engagements for Wednesday 20 March. (148833),Philip Davies,"This morning I had meetings with ministerial colleagues, and others. In addition to my duties in this House, I shall have further such meetings later today.",20/03/2013,0.0011,,,,
50421,"Q4.   On Monday, the Milburn report showed that the proportion of students from state schools at elite Russell Group universities is now lower than a decade ago. Meanwhile, another report, Project Hero, is secretly considering lifting interest rates on previous graduate loans. After £9,000 tuition fees, does the Prime Minister think such another breach of faith is more likely to encourage students from less wealthy backgrounds to apply to university, or discourage them? (160322)",Paul Farrelly,"I will make two points to the hon. Gentleman, because this is an important question. First, the number of children from disadvantaged backgrounds going to university is higher than it has ever been, so that is a good step forward. Secondly, if we want to get children from disadvantaged backgrounds into universities, we should be supporting things like the academies programme and free schools. We saw in Labour’s announcement this week that they are now  saying that they support free schools. That is great. The trouble is they then went on to say that they are not going to allow any more of them. Then they said this, which is quite extraordinary:“What we will have is a new academies programme including parent-led academies, really good teacher-led academies like Peter Hyman’s school in east London”.They want more schools like that. The shadow Education Secretary is nodding. There is only one problem: that school is a free school. What a complete shambles.",19/06/2013,0.1117,,,,
50568,"Q11.   The Prime has been helping Jersey-registered companies with their exports. Perhaps he could tell the House whether the reason he took Petrofac’s Ayman Asfari with him to Kazakhstan was because he had donated £300,000 to the Tory party. (165619)",Helen Goodman,"First, let us remember which Government made sure that Jersey, Guernsey, the Isle of Man and all the others paid taxes properly—it was this one. I will tell the hon. Lady directly why I took Ayman Asfari to Kazakhstan: Petrofac is a company that employs tens of thousands of people in this country. It is investing billions in the North sea and is a major British energy company. I am proud of the fact that we fly the flag for British energy companies, so when I have finished taking them to Kazakhstan, I will be taking them to India, to China and to Malaysia. We are not embarrassed about business, industry, enterprise and jobs on this side of the House—we want more of them.",17/07/2013,0.1556,,,,
50715,"Q5.   Yesterday, The Independent reported the Government’s failure to close the quoted Eurobond  tax loophole, which could be losing the Exchequer £500 million a year. Has the Prime Minister ever been lobbied on the loophole? Will he now pledge to close it immediately? (900622)",Seema Malhotra,"To my memory, I have never been lobbied on this particular issue. I looked at it this morning. The Treasury has listened very carefully to the arguments and has made the decisions for the reasons that the hon. Lady knows.",23/10/2013,-0.0031,,,,
50862,"I am sure that the Prime Minister is as concerned as Labour Members are about the 42% increase in long-term unemployment among young women that has taken place on his watch. Will he confirm that the reason he does not support the No More Page 3 campaign is that, like his hon. Friend the Member for South Dorset (Richard Drax), he believes that at least page 3 provides jobs for the girls?",Stella Creasy,"We have seen quite a rapid reduction in unemployment over recent months under this Government, and there are a million more people in work than when I became Prime Minister. Of course, there is a lot more to be done to get the long-term unemployed, in particular, back into work, but the Work programme is performing twice as successfully as some of its predecessors. I think that the hon. Lady should get behind such programmes, rather than making points such as the one she has just made.",11/12/2013,0.1158,,,,
51009,"Q14.   Formula 1 team McLaren is the largest employer in my constituency. Will the Prime Minister join me in congratulating it on the hundreds of new jobs it is creating locally, on the global sell-out of its P1 sports car and on the £50 million of exports it will achieve this year in China? Surely these are yet more examples of the success of British business and of our long-term economic plan. (902126)",Jonathan Lord,"I absolutely share my hon. Friend’s enthusiasm for McLaren and the work of Ron Dennis, who helpfully brought one of his cars to our great meeting in China on encouraging investment into the UK. Of course, this is the very highest end of British motor manufacturing, but it is worth recognising that a vehicle rolls off a British production line every 20 seconds. The British motor industry is doing well, this Government are backing it and long may that continue.",22/01/2014,0.2412,,,,
51156,"Q11.   There  are almost 1 million young people unemployed here in the UK. There are more than 1 million people on zero-hours contracts. In my constituency, people are £1,811 worse off since 2010. How has the Prime Minister the audacity even to suggest that his party is the worker’s party? (902843)",Ian Lavery,"Let me just give the hon. Gentleman the figures for the north-east since the last election. There are 24,000 more people in work in the north-east since the last election. There are 40,000 more private sector jobs since the last election. Unemployment has fallen— He is shouting because he does not want to hear the answers about the long-term economic plan. The hon. Gentleman could be asking about the massive expansion at Nissan in Sunderland, providing jobs in the north-east. He could be talking about the new Hitachi train factory that will be built in the north-east. All this shows that the plan is working, and frankly, more important than these figures is the fact that every job means another family with a pay packet, with stability, with security and with the peace of mind that this Government are all about.",05/03/2014,0.1337,,,,
51303,"Q5.   Before he was elected, the Prime Minister said that “if they’d let me” he would put a wind turbine on No. 10 Downing street, making use of the cheapest and most developed form of renewable energy. Last week, he announced that his party wants to end support for onshore wind even though the Government’s own survey this week showed that 70% of the public now support it. What changed his mind? (903737)",Mark Lazarowicz,"What is changed is that we have seen a massive increase in onshore wind generation in our country. We will achieve, through what is in the planning system and under construction, the provision of approaching 10% of our electricity demand through onshore wind. The question is then whether it is right to continue to overrule local planners and local people and whether it continues to be right to put taxpayers’ money in after we have built out that onshore wind provision. I do not believe that it is, and the Conservative manifesto will make that very clear for local communities. Other parties will have to make their own choices.",30/04/2014,0.062,,,,
51450,"The firefighters’ dispute continues, with some worrying consequences and no sign at present of a resolution. Before Easter, Ministers at the Department for Communities and Local Government got the Government Actuary’s Department to cost a set of proposals that the Fire Brigades Union was ready to put to its members. Will the Prime Minister look back at that proposal even now, and consider whether it might still have a useful part to play in bringing an end to this dispute?",Sir Nick Harvey,"I am very happy to look at what my hon. Friend suggests. I know that the Under-Secretary of State for Communities and Local Government, my hon. Friend the Member for Great Yarmouth (Brandon Lewis), has been working extremely hard on this issue. I think it is important that we listen to what the firefighters say but at the same time recognise that the pensions they have access to would require the building of a £500,000 pot for anyone else in our country. We should bear that and the taxpayers’ contribution in mind.",25/06/2014,0.1201,,,,
51597,"The right hon. Gentleman did not answer the question or confirm the figures. Let me just tell him that they are the Chancellor’s own figures showing that people will be £500 a year worse off, and  the Prime Minister cannot even admit that. Let me ask him about a very specific issue about disabled people and the minimum wage, which goes to the issue of living standards. In response to a question at the Conservative party conference, Lord Freud, the welfare reform Minister, said:“You make a really good point about the disabled…There is a group…where actually as you say they’re not worth the full wage.”Is that the Prime Minister’s view?",Edward Miliband,"No, absolutely not. Of course disabled people should be paid the minimum wage, and the minimum wage under this Government is going up, and going up in real terms. It is now at £6.50, and we will be presenting our evidence to the Low Pay Commission calling for another real-terms increase in the minimum wage. The right hon. Gentleman talked about the Chancellor’s figures, so let me give him the Chancellor’s figures: inflation is at 1.2%—a five-year low; we have had the biggest annual fall in unemployment since records began; we have the fastest-growing economy in the G7; and next year pensioners will be getting an extra £150 a year. Those are the Chancellor’s figures, those are the Government’s figures, and we know that we just get mayhem from Labour.",15/10/2014,0.4255,,,,
51744,"The Prime Minister apparently admits that his top-down reorganisation of the national health service and the Act that imposed it were mistakes. My Bill on Friday is an opportunity for him to put right some of those mistakes and repeal the parts of that Act that imposed privatisation on our NHS. The Bill is backed by the British Medical Association,  the Royal College of Nursing, the Royal College of Midwives, Unison, Unite and the GMB—who represent the workers. Never have so many people been united against the Government about an Act that imposed so much on the national health service. Will he back my Bill on Friday and tell people that the national health service is not for sale—not now, not ever?",Clive Efford,"At least we now know who is paying for the hon. Gentleman’s Bill—that is one thing. Let me make a couple of points to him. Independent providers made up 5% of the NHS under Labour and they now make up just 6% of the NHS. The Government who had the sweetheart deals with the independent sector were the Labour Government, who handed it money in return for contracts. This is what we see in the NHS: 2,500 more nurses; 8,000 more doctors; and more patients being treated. We see an NHS that is succeeding because we made the reforms and we put in the money.",19/11/2014,0.1627,,,,
51891,"Q7.   We are seeing a meltdown in emergency care, yet the Prime Minister’s Health Secretary accuses us of whipping up a crisis. Is it not time for some honesty? This Government are simply failing our NHS. (906984)",Meg Hillier,"I am grateful to the hon. Lady for raising the NHS because, absolutely, we do face real challenges this winter with the pressures on A and E. But in her own constituency, the Homerton University Hospital NHS Foundation Trust proved what can be done with the extra resources that we are putting in and the excellent management of that hospital. Last week, 96.6% of people going to A and E in her constituency were seen within four hours.",14/01/2015,0.1554,,,,
52038,"If the Prime Minister wants to talk about party funding, let us talk about a party bought and sold by the hedge funds and a man who appointed a self-declared tax avoider as his treasurer—that is the Conservative party. He has one more chance. He talked big in opposition about change. He will be judged on the way he votes tonight. He should vote for one job, not two. Last chance: yes or no?",Edward Miliband,"The problem with Members of Parliament being swayed by outside interests is best seen in this one example. This is the first Parliament in the history of Britain to pass an Act on lobbying. The Labour party has been lobbied by the trade unions to get rid of that Act. What have they agreed? They have agreed to scrap the lobbying Act. That is what they have done. They are owned lock, stock and block vote by the trade unions.",25/02/2015,0.2202,,,,
52185,"The Prime Minister broke his promise on the replacement—one for one—of affordable council homes. He broke that promise, and as a result housing benefit has gone up. At the same time, he says he wants to take £12 billion out of welfare, so where is it coming from? Earlier this week, his spokesperson confirmed that the Government would not make any changes to child benefit, and that is a commitment for the whole of this Parliament. Will he confirm that now?",Ms Harman,"We made very clear our position on child benefit in the election, and I confirm that again at the Dispatch Box. Let us be clear—absolutely no  answer from the Labour party about housing association tenants. We are clear: housing association tenants should have the right to buy. We can now see that the new Labour backing of aspiration after the election has lasted three weeks. That is how long they have given to aspiration. Let me give the right hon. and learned Lady another chance. We say housing association tenants get the right to buy. What does she say?",03/06/2015,0.2181,,,,
52332,"Q2.   It is bad enough that the latest figures show that there are 363 murderers in open prisons and that 106 murderers have absconded from open prisons in the last 10 years, but the figures also show that there are 179 offenders in open prisons who have previously absconded from an open prison. Will the Prime Minister give a commitment to ensure that nobody who has ever absconded from an open prison will ever be allowed back into an open prison? (901017)",Philip Davies,"I know that my hon. Friend takes a keen interest in this matter, and I will examine his proposal. We have already overhauled the process for allowing prisoners out on temporary licence, which has led to a 39% drop in the number breaching their licence conditions. The rate of prisoners escaping from prison has reached a record low. As I understand it, prisoners with a history of escaping or absconding while on temporary release are prevented from transferring to open conditions other than in the most exceptional cases. I will look at those exceptional cases to see whether there is a case for the blanket ban that my hon. Friend has talked about, and I will write to him over the summer.",15/07/2015,0.0696,,,,
52479,"Thank you, Mr Speaker— Q3.   We all know about the Prime Minister’s broken promise on tax credits, but would not the final nail in the coffin of compassionate conservatism be hammered home if he were to scrap universal infant free school meals in the spending review, taking hot healthy meals out of the mouths of innocent, blameless infant children? Will he now guarantee not to scrap universal infant free school meals, so that he does not go down in history as Dave the Dinner Snatcher? (901824) Q3.   We all know about the Prime Minister’s broken promise on tax credits, but would not the final nail in the coffin of compassionate conservatism be hammered home if he were to scrap universal infant free school meals in the spending review, taking hot healthy meals out of the mouths of innocent, blameless infant children? Will he now guarantee not to scrap universal infant free school meals, so that he does not go down in history as Dave the Dinner Snatcher? (901824)",Carolyn Harris,"I am immensely proud that it was a Government I led that introduced that policy. In 13 years of a Labour Government, did they ever do that?  Do we remember an infant free school meals Bill from the Labour party?  No. I am proud of what we have done, and we will be keeping it.",28/10/2015,0.2882,,,,
52626,"I, too, would like to pay tribute to the countless number of people and organisations that helped out during the recent floods. Yesterday, I spoke with the chairman of the new Flood Re insurance scheme. I know that people who have been hammered by the floods will welcome the fact that their premiums will be quashed and that they will not meet eye-watering excesses. The chairman told me, however, that the scheme will not cover any houses built since 2009 or any businesses. Will the Prime Minister look again at the scheme to ensure that it is properly comprehensive?",Mr Nigel Evans,"We are looking very carefully at the scheme, particularly on the issue of businesses. What we have heard so far is a number of anecdotal stories, with small businesses saying that it will be difficult to get insurance. Meanwhile, the insurance companies are telling us that they will not turn down any small businesses, so we need to get to the bottom of this. That is absolutely key before we get to the final introduction of Flood Re in April this year.",06/01/2016,0.23,,,,
52773,"I would like to associate myself and the people of Wiltshire with the Prime Minister’s sentiments about the occurrence in Didcot.Wiltshire has successfully integrated a number of Syrian refugees, including babies and children, who might otherwise have frozen or starved to death in the camps. However, there has been a serious delay by the Home Office, despite Wiltshire Council’s claims to have tried to introduce more refugees into the area. Will the Prime Minister tell us what more he can do on the matter? Will he look into it? Will he also outline what we can do to fulfil our moral duty to those desperate people?",Michelle Donelan,"Let me pay tribute to Wiltshire Council and to the many councils up and down our country that have done a magnificent job of integrating and taking in Syrian refugees and their families, finding them homes, finding them schools and, I hope, in time, finding them jobs, too. If we look at what has happened across Europe with the relocation and resettlement programme, we see that Britain has done far better than any other country. We said 1,000 by Christmas, and we have delivered 1,000 by Christmas.My hon. Friend asked what more we can do. First of all, I will make sure that she can meet the Home Office to talk about how we can make sure the system works well. We will continue to invest in the Syrian refugee camps, not least with the $11 billion that we raised at the landmark London conference. We will continue to do what we can to deliver the 20,000 Syrian refugees we said we would take into our country.",24/02/2016,0.1566,,,,
52920,"I am sure the whole House will join me in mourning the death today of the dramatist Arnold Wesker, one of the great playwrights of this country, one of those wonderful angry young men of the 1950s who, like so many angry young people, changed the face of our country.Yesterday the European Commission announced new proposals on country-by-country tax reporting, so that companies must declare where they make their profits in the European Union and in blacklisted tax havens. Conservative MEPs voted against the proposal for country-by-country reporting and against the blacklisting. Can the Prime Minister now assure us that Conservative MEPs will support the new proposal?",Jeremy Corbyn,"First, let me join the right hon. Gentleman in mourning the loss of the famous playwright, with all the work that he did. He is right to mention that.Let me welcome the country-by-country tax reporting proposal put forward by Commissioner Jonathan Hill, who was appointed by this Government as the United Kingdom Commissioner. That is very much based on the work that we have been doing, leading the collaboration  between countries and making sure that we share tax information. As we discussed on Monday, this has gone far faster and far further under this Government than under any previous Government.",13/04/2016,0.3671,,,,
53067,"My constituent’s mother was killed in 1981. At the time, it was covered up as a suicide pact, but 18 years later it was uncovered that she had actually been murdered by my constituent’s father and his mistress. I do not think that anyone in this House will be able to imagine the pain and suffering that she and her family have had to endure. They are now having to relive that pain, because ITV is dramatising their whole ordeal, completely against her wishes, using not only the real names of her family but her own real name. I have raised this with ITV and with Ofcom, and, as far as I can see, no rules have been broken, but does the Prime Minister agree that victims’ voices should  have a far greater role in any account of their tragedy? Will he meet me and my constituent to discuss what more could have been done in this case and how we can strengthen regulation in future to protect victims?",Louise Haigh,"I was not aware of the case that the hon. Lady rightly raises. I remember from my time working in the television industry that there are occasions when decisions are made that can cause a huge amount of hurt and upset to families. I will discuss this case with the Culture Secretary to bring it to his attention and see whether there is anything more—apart from the conversations that she has had with ITV and with Ofcom, which is a powerful regulator—that can be done.",11/05/2016,0.2836,,,,
53214,"We are sent here to represent people. Many people in this country are struggling with low wages and insecure jobs— I know this is very funny for all the Conservative Members, but I do not suppose there are too many Conservative MPs who have to go to a food bank to supplement the food on their family’s table every week. We should reflect on that.The Prime Minister highlighted the failures of her predecessor on social justice, home ownership, education and the cost of living. Some might say that, as a Cabinet Minister, she too was responsible for those. She empathised with working people, saying:“I know you’re working around the clock, I know you’re doing your best, and I know that sometimes life can be a struggle.”Yesterday a report from the Institute for Fiscal Studies found that two thirds of children living in poverty in Britain have at least one parent in work. What, other than warm words, is she going to offer those families and those children, who are often hungry and very insecure in their way of living? Is it not our duty to offer some hope and security to them?",Jeremy Corbyn,"Yes it is, and we are concerned about those people, but the answer is not the Labour party’s unlimited, uncapped welfare for people. The answer for people who are in work and struggling and for those who want to get into work is to have a strong economy that delivers jobs, and well-paid jobs in particular. I assure the right hon. Gentleman that on the Government Benches we are focused on building a country that works for everyone. That means an economy that ensures  that everyone can benefit from the nation’s wealth, a society where everyone gets the opportunities they deserve and a democracy that everyone can have faith in.Finally, I say to the right hon. Gentleman that the Labour party may be about to spend several months fighting and tearing itself apart; the Conservative party will be spending those months bringing this country back together.",20/07/2016,0.2626,,,,
53361,"There was no answer on the border, which was what the question was about. On Monday the Prime Minister told the House:“We have a plan, which is not to set out at every stage of the negotiations the details of those negotiations”.—I have been thinking about this for a couple of days, and— I think when we are searching for the real meaning and the importance of the Prime Minister’s statement, we should consult the great philosophers.  The only one I could come up with— The only one I could come up with was Baldrick, who said that his “cunning plan” was to have no plan. Brexit was apparently about taking back control, but the devolved Governments do not know the plan, businesses do not know the plan and Parliament does not know the plan. When will the Prime Minister abandon this shambolic Tory Brexit and develop a plan that delivers for the whole country?",Jeremy Corbyn,"I am interested that the right hon. Gentleman chose to support Baldrick. Of course, the actor who played Baldrick was a member of the Labour party, as I recall. I will tell the right hon. Gentleman what we are going to deliver. We are going to deliver on the vote of the British people. We are going to deliver the best possible deal for trade in goods and services, both with and operationally in the European Union. And we are going to deliver an end to free movement. That is what the British people want and that is what this Government are going to deliver for them.",26/10/2016,0.0392,,,,
