id,question,author,answer,date,answer_relevance
48555,"Once again, the Prime Minister has not answered the question. We know from the Office for Fair Access that it is not going to cut the fees of the universities. The assistant director said at the weekend:“We are not a free pricing regulator: that is not our role...we wouldn’t say to an institution we would only allow a fee of ‘X’ or ‘Y’.”Will not the Prime Minister admit that on top of a broken promise not to raise tuition fees and a broken promise that £9,000 would be the exception, he is now breaking another promise on the capping of excessive fees?","Edward Miliband","The fact is that we will have to wait until July, when the access regulator— Let me make this point to the right hon. Gentleman. Degrees have not suddenly started to cost £7,000, £8,000 or £9,000. Degrees have always cost that much. The question is, who will pay for them? We say that successful graduates earning more than £21,000 a year should pay for them rather than taxpayers, many of whom do not go to university.I have to say this to the right hon. Gentleman. He made a promise: a promise that he would have a fully costed alternative to our fees programme by the end of the last year. Where is it? Another broken promise!",2011-05-04,NULL
48672,"Q1.   If he will list his official engagements for Wednesday 15 June. (59594)","Margot James","This morning I had meetings with ministerial colleagues and others, and in addition to my duties in this House, I shall have further such meetings later today.",2011-06-15,NULL
48789,"Q14.   Twelve days ago a young constituent of mine was the victim of a vicious knife attack. Last weekend another 16-year-old young man was also the victim of a knife attack. Will my right hon. Friend join me in  condemning this upsurge in gang-related violence and confirm that those who carry knives will face a custodial sentence if apprehended? (63883)","Bob Blackman","As I said to the hon. Member for Erith and Thamesmead (Teresa Pearce), it is important that we send a clear message about this. We are doing that with the new offence which carries a mandatory sentence. That is a signal to anyone who is contemplating carrying a knife, but we should be frank with ourselves in the House and in the country that purely looking at the issue from a criminal justice perspective is not the answer. We have to ask ourselves why so many young children are joining gangs, and why our families and communities are not doing more to keep them close and prevent the carrying of knives. That is something that runs right across Government and across our society as well.",2011-07-06,NULL
48906,"Q8.   Both the Prime Minister and the Leader of the Opposition are on record as supporting gender equality for future royal successions. Will the Prime Minister update the House on the consultation that he and the Deputy Prime Minister are having with other Commonwealth leaders on this issue? Does he agree that it is better that we resolve this matter before rather than after any future royal children are born? (72838)","Keith Vaz","I certainly believe that this issue should be sorted out—I am on the record as believing that, and I am sure that across the House there will be widespread support for it. In the consultation, I have written to the Heads of State and Prime Ministers of the other realms concerned, and we will have a meeting on the matter at the Commonwealth Heads of Government conference. This is not an easy issue to sort out. Many may have worries about starting a parliamentary or other legal process, but I am very clear that it is an issue that we ought to get sorted, and I would be delighted to play a part in doing that.",2011-10-12,NULL
49023,"Q2.   On Friday, 3 Commando Brigade will be marching through the streets of Plymouth on their homecoming parade after a successful but costly tour of duty in Afghanistan. I know that the Prime Minister will be  with us in spirit, but will he send a message of support today to those brave and very professional Royal Marines, of whom we are all so very proud? (79339)","Mr Gary Streeter","I will certainly join my hon. Friend in doing that. I know that the whole of the south-west—and the whole country—is incredibly proud of the Marines, and we are proud of 3 Commando Brigade, who will be marching through Plymouth. I send my very best wishes for the homecoming parade, and we should also put on record what they have achieved in Task Force Helmand. They carried out 37,000 patrols, found more than 400 improvised explosive devices and trained more than 1,300 Afghan uniformed police patrolmen. They have made a real difference to the safety and security of that country, and to the safety of our country too.",2011-11-09,NULL
49140,"There was a better deal for Britain that the Prime Minister should have got, and that is what the Deputy Prime Minister himself says. Here is the truth: last week the Prime Minister made a catastrophic mistake, and this week we discover that unemployment is at its highest level for 17 years. This Prime Minister thinks he is born to rule. The truth is that he is just not very good at it.","Edward Miliband","Even the soundbite was recycled from a previous Prime Minister’s Question Time. On Wednesday the answer was no. Today—I think—the answer is maybe. This Leader of the Labour party makes weakness and indecision an art form; that is the fact.The right hon. Gentleman gave me my end-of-year report; let me give him his. He told us at the start of the year, in his new year’s message, that the fightback started in Scotland. Well, that went well, didn’t it? He told us that he would have credible plans to cut the deficit, but we still have not seen them. He said that he would stand up to vested interests, yet he backed the biggest strike for years. We all know that he has achieved one thing, though. He has completely united his party. Every single one of them has asked Santa for the same thing: a new leader for Christmas.",2011-12-14,NULL
49257,"Q1.   If he will list his official engagements for Wednesday 1 February. (92711)","Paul Farrelly","I am sure that the whole House will wish to join me in sending our deepest condolences to the families and friends of Signaller Ian Sartorius-Jones from 20th Armoured Brigade Headquarters and Signal Squadron 200, and Lance Corporal Gajbahadur Gurung, attached to 1st Battalion the Yorkshire Regiment. These were dedicated soldiers who were highly respected by their colleagues. Their courageous, selfless service will never be forgotten by our country.This morning I had meetings with ministerial colleagues and others. In addition to my duties in the House, I shall have further such meetings later today.",2012-02-01,NULL
49374,"Q12.   Is the Prime Minister aware that Graeme Brown, who is the director of Shelter Scotland, described the proposal for a bedroom tax as“grossly unfair and shows the UK Government is simply failing to listen to the voice of reason being put forward by housing professionals, social landlords, MSPs and individuals”?Does the Prime Minister accept that widows and widowers left in their family home when their children leave and on a low income can lose up to 25% of their housing benefit support if he continues with this? Is he unfeeling, or is he just determined to get his way? (97141)","Michael Connarty","The issue is this: we desperately need to reform housing benefit. If we had not done anything about housing benefit, it was expected to cost over £24 billion a year. As the hon. Gentleman’s own welfare spokesman, the right hon. Member for Birmingham, Hodge Hill (Mr Byrne) said, Beveridge“would scarcely have believed housing benefit alone is costing the UK over £20bn a year. That is simply too high.”I am getting slightly frustrated with these statements in principle about reform. The Opposition say they are in favour of a benefit cap, but they vote against it. They say they are in favour of welfare reform; they oppose it. They recognise that housing benefit is out of control, but they frustrate every attempt to deal with it.",2012-02-29,NULL
49491,"Q8.   The Prime Minister has spent plenty of time cosying up to News Corporation in return for political support, so— I can wait. He is therefore well qualified to answer this: when Alex Salmond agreed to act as a lobbyist for News Corp, was he acting in self-interest or in the interests of Scotland? (105086)","Fiona O'Donnell","First, I think Alex Salmond can answer for himself. Secondly, this is another issue for the Leveson inquiry—properly set up, properly established—which is going to interview all the politicians, including all sorts of people who cosied up to News International over the years. I think on all sides of the House there is a bit of a need to say, hand on heart, that we all did too much cosying up to Rupert Murdoch—I think we would agree. On that basis, I am sure that Lord Leveson will make some important recommendations.",2012-04-25,NULL
49608,"Will my right hon. Friend take this opportunity— Will my right hon. Friend take this opportunity to remind the House that there is a crucial EU summit at the end of this week? Which is more important for UK growth and jobs: the implications of the massive changes being proposed in the EU or House of Lords reform? Will my right hon. Friend take this opportunity to remind the House that there is a crucial EU summit at the end of this week? Which is more important for UK growth and jobs: the implications of the massive changes being proposed in the EU or House of Lords reform?","Mr Bernard Jenkin","Clearly, in terms of growth in the UK economy, what is happening in the eurozone and in Europe is extremely important, and it is a very vital summit that is taking place this Thursday and Friday. The UK Government have a very clear view: the eurozone countries need to do more in the short term to settle the financial instability in the markets, but they also need to take medium and longer-term steps to make sense of the eurozone. That will involve them sharing greater powers, but that is something the UK should not be involved in. I think that we have a very clear view: we push forward our arguments with great vigour and we protect and defend the UK economy and political system at the same time.",2012-06-27,NULL
49725,"Barbara Haddon from Felpham in Bognor Regis has crumbling vertebrae, is in constant pain, and can walk only short distances. She is 87 years old. She recently applied for the renewal of her blue badge, but, like many other constituents who have written to me, she was turned down because of the way in which the new national blue badge improvement service is being implemented locally. Will the Prime Minister intervene to ensure that the scheme is implemented fairly and appropriately throughout the country?","Mr Nick Gibb","I will look very carefully at the case that my hon. Friend has raised, because I think it important for this reform to be carried out properly. I think that all of us, as constituency MPs, receive two sorts of complaints. Some are from those who have seen people who have the blue badge and do not merit it, while others are from those who want the blue badge and deserve it, but cannot obtain it.While I am at the Dispatch Box, let me pay tribute to my hon. Friend for his long-standing work on educational standards and his belief in true rigour in schools. He has seen many of his ideas put into practice, and that is what we come into politics to achieve.",2012-09-12,NULL
49842,"Q5.   Does my right hon. Friend agree that a free press is one of the cornerstones of a true  democracy, and that any attempt to muzzle newspapers, such as those of the excellent Kent Messenger Group in my constituency, should be strenuously resisted? (128803)","Gordon Henderson","My hon. Friend makes an important point. I join him in expressing my admiration for the Kent Messenger Group and all that it does. The problems there have been in our newspaper industry have not concerned regional and local titles, which perform an incredibly important function in our democratic system. However, we all have to wait for the Leveson report, study it carefully and respond to what it says.",2012-11-21,NULL
49959,"I am grateful to the Prime Minister for that answer.I want to turn to another issue. I want to recognise the work of thousands of volunteers who are helping out in our nation’s food banks and the millions of people who are donating food to them. Is the Prime Minister as concerned as I am that there has been a sixfold increase in the last three years in the number of people relying on food banks?","Edward Miliband","First of all, let me echo what the right hon. Gentleman said about volunteers and people who work hard in our communities, part of what I call the big society, to help those in need. It is a good time of year to thank our volunteers for what they do, but I do share the right hon. Gentleman’s concern about people who are struggling to pay the bills and to deal with their budgets.Of course, the most important thing is to get on top of inflation, and inflation is coming down. The most important thing is to get more people into work and out  of poverty, and we see 600,000 more private sector jobs this year. We are helping those families by freezing the council tax and making sure that we help families with the cost of living.",2012-12-19,NULL
50076,"Q13.   The House has heard that the Prime Minister is looking forward to meeting people from national and international banks in the next few days. When will he visit a food bank? (138645)","Robert Flello","First of all, let me once again praise what food banks do in our country and let me point out to the hon. Gentleman that the use of food banks increased 10 times under the last Labour Government.",2013-01-23,NULL
50193,Shameful.,"Ed Balls","The right hon. Gentleman is shouting “Shameful”, but let him listen to what Labour’s Housing Minister in the last Government, the hon. Member for Hartlepool (Mr Wright), said:“We have reiterated time and again in this Committee the need to ensure that houses that are too large for people’s current needs are allocated accordingly.”––That is what Labour said in Government. Now that it is in opposition, all we get is rank opportunism and irresponsibility.",2013-02-27,NULL
50310,"The whole House will wish to associate itself with the Prime Minister’s tribute to Lance Corporal Jamie Webb. We pass on our deepest condolences to his family and friends.Labour market statistics show that, even after the tax changes, real earnings have dropped by £1,700 since the last general election. Knowing that hard-working families across our country are being hit hard in their pockets, does the Prime Minister want to show any remorse, or indeed apologise, for giving millionaires, including himself, a tax cut?","Mr McCann","The people who should be apologising are those in the party that created the mess in the first place. We will ask the richest in our country to pay more in every year of this Parliament than they paid in any year of the last Parliament. That is the truth.",2013-04-24,NULL
50427,"Q8.   In 2010, the Prime Minister proudly stated:“we actually made sure that neither the budget, nor the spending round…would result in any increase in child poverty”  but in his first full year as Prime Minister, the number of children in absolute poverty rose by 300,000, and it is still rising. Will he now admit that he was wrong and that his policies are to blame? (160326)","Julie Hilling","We made a specific decision in the spending round to increase the child tax credit to protect the poorest families in our country, but we had an inheritance from the last Government of such appalling levels of debt that it has been difficult and painful to deal with them. Let me repeat the point that the best way to get people out of poverty is to see employment grow, and in the north-west, the part of the country that the hon. Lady represents, employment has risen by 6,000 this quarter, it has risen by 50,000 since the election and unemployment is down by 20,000 since the election. Those are all life chances, jobs and chances to get on which people did not have under the last Labour Government.",2013-06-19,NULL
50544,"People using Scunthorpe general hospital today are asking for reassurance. Given that Sir Bruce Keogh says that now is not the time for hasty reactions or recriminations, will the Prime Minister commit the resource and support—as well as setting the challenge—to ensure that the hospital delivers high-quality care across all its departments?","Nic Dakin","First, let me echo what the hon. Gentleman says about the Keogh report. That good report says that even those hospitals facing these challenges that have been investigated have many instances of excellent care. On resources, the Government are putting the money in—£12.7 billion extra over this Parliament—and  we are going to help the hospitals that are challenged to ensure that they provide the very best that they can in our NHS.",2013-07-17,NULL
50661,"Q9.   The Prime Minister will know from his script that I am an extremely proud member of the trade union movement, which seeks to stand up for millions of workers in the public and private sectors and whose living standards have been drastically reduced under his watch. What personal sacrifices have he and his family had to make during these austere times, given that we are all in this together? (900331)","Jim Sheridan","I am glad that the hon. Gentleman stands up as a proud trade unionist and, just as I welcome the reshuffle, I am sure that Len McCluskey is delighted with it. Len McCluskey and the Leader of the Opposition probably would not call it a reshuffle—they would call it a purge, because Len McCluskey asked for the Blairites to be purged and they have all gone. The fact is that it has been tough and difficult in our country because of the appalling deficit and debt that the hon. Gentleman’s party left from when it was in government.",2013-10-09,NULL
50778,"Q5.   Last month, I asked a question about zero-hours contracts. I think most hon. Members would agree that the response that I received was a fudge about the determination of employers and employees. I will put it plainly and simply to the Prime Minister: how many people in this Palace and in the Government buildings are employed on zero-hours contracts? (900932)","Jim McGovern","I do not have those figures to hand. What I can tell the hon. Gentleman is that we are having a review of zero-hours contracts. We are looking particularly at people on zero-hours contracts who are forbidden from working for other employers. This Government will look at the matter. The last Government, who saw zero-hours contracts go through the roof, did absolutely nothing about it.",2013-11-06,NULL
50895,"Will my right hon. Friend join me in saluting the courage of the hundreds of thousands of people who have been peacefully   protesting across Ukraine for the past few weeks against their President’s decision to break off talks with Europe and to move closer to Russia? Does he agree that if there is any further violence against them, those responsible should be held personally accountable, and will he continue to hold out the prospect of closer links with Europe in the longer term, which is what the people of Ukraine want?","Mr John Whittingdale","I absolutely agree with my hon. Friend that we should pay tribute to those in Ukraine who want a future linked to Europe and the peace, prosperity and stability that that relationship would bring. I think we should also say, as he has said very clearly, that the world is watching what the Ukrainian authorities have done and are contemplating doing in response to the demonstrations. I think we should stand with the people of Ukraine, who want that peaceful, secure and prosperous future.",2013-12-18,NULL
51012,"A report on the food aid crisis in the UK was commissioned by the Government last February, was given to Ministers early last summer, and yet is still being suppressed. What is the Prime Minister afraid of, and why does he not now publish and be damned?","Huw Irranca-Davies","What the Government are publishing today is the fact that hundreds of thousands more people are getting into work and able to provide for their families and get the peace of mind and security that people in this country want. That is what we are publishing today, and that is real progress for our nation.",2014-01-22,NULL
51129,"Q15.   Yesterday I met Billy. He is 24 years old, and he had worked since the age of 15 until he lost his job a year ago. Billy told me that he had to resort to going through supermarket skips to find out-of-date food just so that he could eat. Billy is desperate to work. Why will the Prime Minister not offer him a job guarantee, rather than his having to scavenge for food in Iceland’s bins? (902682)","Luciana Berger","What we are doing for Billy, and for thousands like him, is offering jobs and hope that simply were not there under the last Labour Government. Opposition Members come here week after week to  try to say that the country is somehow poorer or worse off under this Government, but let me remind the  hon. Lady what it was like in 2009. In 2009, there  were 1 million more people in poverty, 500,000 more  children in poverty, 150,000 more unemployed people, and 750,000 more people claiming benefit than there are today. So yes, there is more to do, but we have a proud record of giving people jobs, because we are sticking to a long-term economic plan.",2014-02-26,NULL
51246,"Twenty-five years ago yesterday, the hated poll tax was imposed on the people of Scotland. That ended with the Prime Minister being kicked out of office by her own party. Will the Prime Minister take this opportunity to apologise for that imposition?","Mr Frank Roy","I am sorry; I did not catch the beginning of the hon. Gentleman’s question. Would it be possible for him to ask it again, Mr Speaker? I do not know whether it was the same as the question about the Scottish National party.",2014-04-02,NULL
51363,"The Prime Minister will know that thousands of my constituents in England are forced to use the NHS in Wales. They will be concerned about yesterday’s “Trusted to Care” report, which showed serious failings in the care of frail, older people at two NHS hospitals in Wales. Do not the people of Wales and my constituents deserve better?","Mr Mark Harper","Those are very concerning reports that need to be studied, because the NHS in Wales is not in a good state. We have seen an 8% cut to the NHS budget in Wales carried through by Labour. In Wales, the last time the A and E targets were met was in 2009 and the last time the urgent cancer treatment target was met was in 2008. We really do see problems in the NHS  in Wales. Frankly, the Labour party, instead of chatting to each other on the Front Bench, should get a grip of this issue and sort out the NHS.",2014-05-14,NULL
51480,"Q4.   The world has seen the tragic and brutal murders of three Israeli youngsters, most probably by Hamas. Will my right hon. Friend give the Israeli Government every possible support at this time? Does he agree that, far from showing restraint, Israel must do everything possible to take out Hamas terrorist networks, and will he give the Israeli Government support in that? (904591)","Robert Halfon","What I say to my hon. Friend, who I know is passionate about these issues, and to everyone in the House, is that this was an absolutely appalling and inexcusable act of terror, and one can only imagine the effect on the families and friends of those poor teenagers, and what happened to them. It is very important that Britain will stand with Israel as it seeks to bring to justice those who are responsible. We also welcome the fact that President Abbas has firmly condemned the abduction and tried to help find those people. As my hon. Friend said, it is important that all security operations are conducted with care so that further escalation is avoided. The people responsible for this should be found and brought to justice.",2014-07-02,NULL
51597,"The right hon. Gentleman did not answer the question or confirm the figures. Let me just tell him that they are the Chancellor’s own figures showing that people will be £500 a year worse off, and  the Prime Minister cannot even admit that. Let me ask him about a very specific issue about disabled people and the minimum wage, which goes to the issue of living standards. In response to a question at the Conservative party conference, Lord Freud, the welfare reform Minister, said:“You make a really good point about the disabled…There is a group…where actually as you say they’re not worth the full wage.”Is that the Prime Minister’s view?","Edward Miliband","No, absolutely not. Of course disabled people should be paid the minimum wage, and the minimum wage under this Government is going up, and going up in real terms. It is now at £6.50, and we will be presenting our evidence to the Low Pay Commission calling for another real-terms increase in the minimum wage. The right hon. Gentleman talked about the Chancellor’s figures, so let me give him the Chancellor’s figures: inflation is at 1.2%—a five-year low; we have had the biggest annual fall in unemployment since records began; we have the fastest-growing economy in the G7; and next year pensioners will be getting an extra £150 a year. Those are the Chancellor’s figures, those are the Government’s figures, and we know that we just get mayhem from Labour.",2014-10-15,NULL
51714,"Q13.   In the past 12 months, it is estimated that 24,000 people have died from diabetes-related complications. Next Friday is world diabetes day. As one of the 3.2 million diabetics, may I urge the Prime Minister to do all he can to raise awareness on this issue, in particular to introduce measures that will reduce the amount of sugar in our food and drink? We can prevent the onset of type 2 diabetes and we can save lives. (905885)","Keith Vaz","The right hon. Gentleman is absolutely right to raise the importance of this issue. The consequences of diabetes, in terms of appalling things such as leg amputations, cost the NHS literally billions of pounds a year. If we can get better at preventing diabetes, and then testing and better at helping diabetics themselves, we can make huge savings while improving people’s quality of life.I gather the right hon. Gentleman also wants me to try to ban sugar and fizzy drinks in No. 10 Downing street for 24 hours. I will try to negotiate that with my children. He also, as I understand it, wants me to light my home blue. That is something I am all in favour of—keeping it that way for some time to come.",2014-11-05,NULL
51831,"Q7.   Does my right hon. Friend agree that it is not unhelpful to discuss the concerns of voters in Basildon and Thurrock about border controls and immigration? Anyone who thinks that is out of touch, and perhaps should be moved on. (906689)","Stephen Metcalfe","My hon. Friend is right. Our job as elected politicians is to respond to people’s concerns and to address them. This is why I fear for the Christmases of Labour MPs. What are they going to talk about? This document says immigration. That is out of the question: they cannot talk about that. On the figures today, there is not much point talking about unemployment, because it is plummeting. They have got nothing to say about the deficit. They spent precisely one week telling us the deficit mattered before pitching up today and spending £2 billion on welfare. I think they will want to skip over leadership issues quite quickly. It is going to be a very difficult time for them.",2014-12-17,NULL
51948,"Watching that, I am reminded of that famous Stealers Wheel line:“Clowns to the left of me, Jokers to the right”.Eight months ago, the Secretary of State for Communities and Local Government assured people in Cornwall that the delay over resolving the EU funding programme   would be settled. Eight months later, hundreds of millions of pounds of investment and hundreds of jobs are at risk. Will the Prime Minister please sort out this pickle?","Stephen Gilbert","I have done my best to run a coalition Government, but I occasionally feel stuck in the middle with the Liberal Democrats.The Government are delivering for the west country: we are sorting out the transport links and the local growth deals; putting money into road and rail connections; and helping with the vital airport and the routes back to London—and we will go on, because we want to close the income gap between the south-west and the rest of our country.",2015-01-28,NULL
52065,"So now we know: we cannot believe the promise on immigration from the leader of the Conservative party. It is not worth the paper it is written on.  They are laughing about the Prime Minister’s broken promise on immigration. I will ask again. He promised net migration in the tens of thousands. Will he now admit that he has broken that promise—yes or no?","Edward Miliband","I have been very clear: we have cut migration from outside the EU, but we have seen it rise inside the EU. We have a plan to deal with that. The right hon. Gentleman talks about commitments, but I have a few more. The contract said we would cut wasteful spending, and we have cut wasteful spending. We said we would reduce carbon emissions, and we reduced carbon emissions. We said we would have  400,000 apprentices—we have broken that promise, because we have had 2 million apprentices. It is election time, and we are all getting to think about leaflets, so I have a little question. Apparently, someone can go around to his office, and he stands on a soapbox to make himself look a little taller. How many people will put the Leader of the Opposition on their leaflets? Come on! Hands up!  I think that is enough about leaflets for now.",2015-03-04,NULL
52182,"We all agree about the importance of home ownership, and the Prime Minister has said that he is going to increase it. Can he tell us whether, since he became Prime Minister in 2010, the percentage of people owning their own home has gone up or down?","Ms Harriet Harman","It has been a very challenging time for people to buy their own homes, but what we are responsible for is almost 100,000 people being able to buy their own homes because of the right to buy and Help to Buy—two schemes opposed by Labour.",2015-06-03,NULL
52299,"Q12.   Thank you, Mr Speaker. The Norfolk and Suffolk NHS Mental Health Trust, which serves my constituency, is refusing to publish the so-called Alexander report on its operation. The report, which I have seen, raises serious questions about patient safety and care owing to cuts to services. Does the Prime Minister agree with me that the duty of candour should apply to NHS management as it does to NHS front-line staff? If so, will he join me in the call for the report’s publication? (900681)","Clive Lewis","First, let me welcome the hon. Gentleman to the House. I make no apology for the  Care Quality Commission’s rigorous inspection regime, which is identifying areas that need improvement. I would argue that the two things we need here are to uncover bad practice and turn it round, and then to back it up with the resources the NHS needs, including those recommended by the Stevens plan. As things stand, only this party is backing the extra £8 billion into the NHS—and not the Labour party.",2015-07-01,NULL
52416,"The Prime Minister is doing his best, and I admire that, but will he acknowledge that people in work often rely on tax credits to make ends meet? He and his party have put forward a Budget that cuts tax credits and gives tax breaks to the very wealthiest in our society, so that inequality is getting worse, not better. Should he not think for a moment about the choices that he is making, and the reality that results for the very poorest people in our society?","Jeremy Corbyn","The hon. Gentleman talks about the reform of tax credits; let me tell him why that is necessary. Between 1998 and 2010, the bill for tax credits went from £6 billion to £30 billion, yet at the same time in-work poverty went up by 20%. The system of taking money away from people and giving it back to  them in tax credits was not working. We say it is better to let people earn more and then take less from them in taxes. In this country, we now have 2 million more people in work. The figures that the hon. Gentleman quotes for inequality are simply wrong. There are 800,000 fewer people in relative poverty than in 2010, and there are 300,000 fewer children in relative poverty since 2010. If he wants to know why, it is because we took difficult decisions to get our deficit down, to get our economy growing and to deliver the strongest growth anywhere in the western world. Tonight, Labour Members have a choice. A week ago, they were committed to getting the deficit down and running a surplus, just like us, but for some reason—I know not why—they have decided to do a 180°-turn and vote for more borrowing for ever. Is that now the position of the Labour party?",2015-10-14,NULL
52533,"In the wake of terrorist outrages and the ongoing civil war in Syria, it is very welcome that there is significant diplomatic progress in trying to find a solution to the Syrian crisis. The UK joined the US, France, Russia and Iran at talks in Vienna at the weekend, and all signed a communiqué committing to progress through the United Nations. Will the Prime Minister confirm that he will support a UN Security Council resolution on this before seeking to intervene militarily in Syria?","Angus Robertson","I am grateful to the right hon. Gentleman for asking this question. The point is that Russia has different aims from us and has repeatedly threatened to veto any such resolution. Of course, it is always preferable in these circumstances to have the full backing of the UN Security Council, but what matters most of all is that any action we would take would be both legal and help protect our country and our people right here. As I said yesterday, we cannot outsource to a Russian veto the decisions we need to keep our country safe.",2015-11-18,NULL
52650,"Q11.   When the Government pushed through their changes to undergraduate funding four years ago, they said that providing maintenance grants for the poorest students was key to those students’ participation in higher education. No mention was made in the Conservative manifesto of ending those grants. Is it not therefore completely unacceptable to make that fundamental change tomorrow in Committee by the back door without a vote in this House? (902999)","Paul Blomfield","This issue has been fully debated and discussed in this House, and it is absolutely right because our changes have shown, despite all the warnings from the Labour party, that more people are taking part in higher education and that more people from low income backgrounds are taking part in higher education. I am confident that that will continue to be the case.",2016-01-13,NULL
52767,"Q12.   The Football Supporters Federation is considering calling on fans to hold mass walk-outs to get their voices heard about ticket prices. Will the Prime Minister act to give fans a place at the table in club boardrooms so that their voices can be heard when issues such as ticket prices are discussed? (903580)","Clive Efford","I will look very carefully at the hon. Gentleman’s suggestion because there is a problem whereby some clubs put up prices very rapidly every year, even though so much of the money for football comes through sponsorship, equipment and other sources. I will look carefully at what he says.",2016-02-10,NULL
52884,"Q14.   Last week was English tourism week, and I was delighted to welcome an international delegation to the Eden Project to promote Cornwall as a destination for international tourists. Visitor numbers are up in Cornwall, but there is still more we can do to attract overseas visitors out of London and into the regions of our country. What more can the Government do to support the tourist industry and particularly to get more overseas visitors to come to Cornwall? (904123)","Steve Double","My hon. Friend knows that, as far as I am concerned, there is nothing finer than getting out of London and down to Cornwall. There is no better place than Polzeath beach when the sun is setting, the waves are big and my phone is working—and the Daily Mail photographer has gone home. That helps. We need to get people who come to our country to visit the wonders of London also to spend some time outside London. That is what some of the new schemes that we have announced—the £40 million Discover England fund, for instance—are all about. I urge the authorities in Cornwall to make the most of it.",2016-03-16,NULL
53001,"Three years ago, my mother fell seriously ill while on holiday in France. Thanks to the French health service, she received excellent treatment and was unfortunately diagnosed with cancer, but she is doing well today thanks to our NHS. Millions of Brits travel to other EU countries every year and benefit, like my mum, from the European health insurance card. What would happen to the card should we vote to leave on 23 June?","Emma Reynolds","May I, on behalf of the whole House, wish the hon. Lady’s mother well in her treatment from the NHS? The hon. Lady raises the important point that this is one of the benefits we now have. Many of us will have used it ourselves or with our own children, and think we can make the system even  better as we are. It is for those who want to leave the European Union to explain whether, if we were to leave, we would still be able to access this and other such systems, which are very handy for people when going about their holidays.",2016-04-27,NULL
53118,"Q9.   Following the Chancellor’s welcome announcement about the launch of the new Thames estuary 2050 growth commission, will the Prime Minister outline his hopes for how the commission’s focus will deliver the much needed infrastructure and economic development that will allow north Kent to prosper, including in my wonderful constituency of Rochester and Strood? (905432)","Kelly Tolhurst","Whenever I get a question from my hon. Friend, I remember how grateful I am that she is representing Rochester and Strood—happy days. For the 2050 growth commission, the key areas are skills and infrastructure. A serious amount of money is being committed to that infrastructure, and we need to look at things, including the lower Thames crossing, to ensure that the economy of that region makes the most of its potential.",2016-06-15,NULL
53235,"May I join the Prime Minister in congratulating the entirety of the Olympic team on their fantastic achievements at the Olympics in Rio and wish the Paralympic team all the very best? Did our Olympic success set off the visit to China in a good way, or was there a bit of tension there, when bragging rights were allowed?The average house price in Britain is now £215,000—over eight times the average wage. The average price of a first-time buyer’s home has risen by 12% in the past year. Is not the dream of home ownership for many people just that—a dream?","Jeremy Corbyn","In response to the right hon. Gentleman’s first point, President Xi actually congratulated me on the United Kingdom’s success in the Olympic games.The right hon. Gentleman mentions housing, which he has raised on a number of occasions both with my predecessor and with me before we broke for the summer recess. Let me simply say this. Of course it is important for us to look at helping people to get their first step on to the housing ladder and ensuring that people are able to have the home that they want. That is why I am pleased that house building has been up under a Conservative Government by comparison with a Labour Government. We are not complacent, however, which is why we will do more to see more houses built under this Conservative Government and continue to provide support for people to ensure that they have the financial support that helps them to own their own homes.",2016-09-07,NULL
53352,"Many constituents have contacted me to express concern about anti-Semitism. I am sure that every Member of this House can agree that we should show zero tolerance of anti-Semitism, but does the Prime Minister also agree that we must ensure that all parties do not allow a situation to arise in which it appears that an environment is created where anti-Semitism is tolerated?","Oliver Dowden","Yes, I absolutely agree with my hon. Friend that this House should send a very clear message that we will not tolerate anti-Semitism. I have been concerned about the rise in the number of incidents of anti-Semitism in this country. We should very clearly ensure that those incidents of anti-Semitism are properly investigated and dealt with, and that we give the clear message that we will not tolerate it. But that does have to be done by every single political party in this Chamber, and I say to the Leader of the Opposition that given the report of the Home Affairs Committee about anti-Semitism and the approach to anti-Semitism in the Labour party, he needs to think very carefully about the environment that has been created in the Labour party in relation to anti-Semitism.",2016-10-19,NULL
53469,"Q5.  The Brexit Secretary and the Foreign Secretary are described by a senior German politician as having no idea what Brexit really means. The Times reports today that EU ambassadors think that the Foreign Secretary’s more colourful outbursts are damaging our relationships with member states. When will the Prime Minister get a grip on her Ministers and demonstrate to the country and to our EU colleagues that she has a coherent, workable plan for Brexit? (907430)","Angela Smith","I have been very clear in this House on many occasions about the plan that we have for Brexit. Crucially, we will be leaving the European Union and we will be triggering article 50 by the end of March next year, and that is when the formal negotiations will start. It is absolutely right that we do not set out at this stage every single detail of our proposed negotiating strategy, because that would be the best way to get the worst possible deal for Britain.",2016-11-23,NULL
53586,"Scotland’s leading economic forecaster says that real wages will fall— We have Tories jeering and cheering when the forecast for people’s income is that it is likely to drop by £2,000 and that 80,000 people may lose their jobs in Scotland as a result of the Prime Minister’s hard Tory Brexit plan. Does the Prime Minister believe that this is a price worth paying for her “Little Britain” Brexit?","Angus Robertson","I repeat what I said earlier: we will work to ensure we get the best possible deal in terms of access to the single market, and continue to co-operate in partnership with the remaining 27 member states of the European Union. The right hon. Gentleman once again talks about the possibility of a negative impact on Scotland if Scotland were not part of the single market. His party is dedicated to taking Scotland out of the single market by taking it out of the United Kingdom.",2017-01-18,NULL
